DATES,OPEN,HIGH,LOW,CLOSE,VOLUME(BTC),VOLUME (CURRENCY),WEIGHTED PRICE,
6/15/16 3:00,682.78,685.04,681.56,684.99,104.32,71321.18,683.69,1105
6/15/16 4:00,684.99,688,680.29,682.33,204.47,140242.08,685.88,1106
6/15/16 5:00,680.91,682.95,677,678.99,230.78,156953.72,680.1,1107
6/15/16 6:00,678.99,681.01,676.94,678,288.31,195704.02,678.79,1108
6/15/16 7:00,678.5,681,678,681,197.33,134167.67,679.92,1109
6/15/16 8:00,681,682.33,673,673,371.15,251569.94,677.81,1110
6/15/16 9:00,673,679,672.21,674,179.02,120967.41,675.71,1111
6/15/16 10:00,673.12,675.62,672.12,675.02,351.28,236637.54,673.65,1112
6/15/16 11:00,674.22,684.5,672.8,684.5,408.91,277567.39,678.8,1113
6/15/16 12:00,684.5,684.5,679.08,680,112.39,76517.92,680.83,1114
6/15/16 13:00,679.1,682.72,679.1,682.72,427.03,291000.42,681.45,1115
6/15/16 14:00,682.72,690.45,682.22,686.31,588.38,403929.79,686.52,1116
6/15/16 15:00,685.13,689.97,684.01,688.15,304.44,209081.16,686.78,1117
6/15/16 16:00,689.4,690.75,687.3,687.78,393.43,271489.24,690.06,1118
6/15/16 17:00,688.86,695.77,687.79,693.6,405.42,281241.56,693.71,1119
6/15/16 18:00,693.63,695,690.97,694.92,140.96,97764.41,693.54,1120
6/15/16 19:00,694.91,695.57,690.94,693.85,244.81,169790.39,693.57,1121
6/15/16 20:00,695.49,695.77,693.01,693.05,142.09,98777.68,695.17,1122
6/15/16 21:00,694.46,695.77,691.5,693.24,82.65,57303.83,693.34,1123
6/15/16 22:00,692.14,695,691.53,693.35,59.85,41496.4,693.4,1124
6/15/16 23:00,692.17,695,691.71,695,141.57,98112.62,693.05,1125
6/16/16 0:00,695,718.67,695,715,1727.52,1219577.42,705.97,1126
6/16/16 1:00,714.98,732,689.8,722,2163.46,1558599.19,720.42,1127
6/16/16 2:00,721.03,729,719.57,724,326.88,237220.24,725.7,1128
6/16/16 3:00,723.13,729.7,723.13,729.64,486.83,354093.27,727.35,1129
6/16/16 4:00,729.67,732,726.23,728.43,344.53,251167.84,729.01,1130
6/16/16 5:00,727.88,732.4,723.19,729.07,838.76,611409.43,728.94,1131
6/16/16 6:00,729.05,736,726.01,731.16,795.4,583141.41,733.14,1132
6/16/16 7:00,728.06,735.7,728.06,733.24,125.24,91695.49,732.18,1133
6/16/16 8:00,735.49,736,733.3,734.27,239.12,175810.72,735.24,1134
6/16/16 9:00,734.56,737.96,733.36,737.96,560.47,412976.68,736.84,1135
6/16/16 10:00,737.96,741.37,737,739.56,999.6,739065.37,739.36,1136
6/16/16 11:00,740.67,750.5,732,733.31,1932.76,1435218.15,742.57,1137
6/16/16 12:00,733.31,737.63,728.28,735.07,708.8,519458.25,732.87,1138
6/16/16 13:00,736.32,738.48,732.89,737.02,274.47,202259.44,736.91,1139
6/16/16 14:00,737,741.72,734.27,739.17,283.51,209232.5,738,1140
6/16/16 15:00,740.31,745,738.15,738.26,818.2,607690.73,742.72,1141
6/16/16 16:00,738.22,744.88,738.1,742.16,240.89,178883.9,742.59,1142
6/16/16 17:00,744.56,750,742.32,749.97,746.3,558641.62,748.55,1143
6/16/16 18:00,749.97,760,742.74,758.98,900.49,678450.64,753.42,1144
6/16/16 19:00,758.97,768.47,757.57,767.78,1107.62,845438.52,763.29,1145
6/16/16 20:00,766.5,767.79,757.11,761.1,568.79,433897.96,762.84,1146
6/16/16 21:00,761.1,770,760.25,769,652.91,500962.09,767.27,1147
6/16/16 22:00,768.11,773.07,765.77,772,668.85,514276.51,768.9,1148
6/16/16 23:00,772,773.06,760,766.62,435.41,333697.81,766.4,1149
6/17/16 0:00,767.37,772,764.28,769.01,156.43,120275.03,768.89,1150
6/17/16 1:00,771.43,773.1,768.06,770,84.63,65236.85,770.86,1151
6/17/16 2:00,769.04,778.7,767.84,772.54,328.16,254050.21,774.16,1152
6/17/16 3:00,773.25,776.45,770,772.59,271.69,210152.44,773.51,1153
6/17/16 4:00,773.75,774.8,764.1,767.06,227.57,175016.12,769.05,1154
6/17/16 5:00,767,767.06,725.02,738.78,1748.35,1294936.8,740.66,1155
6/17/16 6:00,738.56,738.56,706.37,721,2513.07,1811245.6,720.73,1156
6/17/16 7:00,720.01,741.43,713.02,741.34,2024.22,1468019.77,725.23,1157
6/17/16 8:00,739.48,743.1,737.89,740.53,617.52,456522.11,739.29,1158
6/17/16 9:00,740.5,741.55,725.11,734.64,605.18,443245.1,732.42,1159
6/17/16 10:00,734.43,737,731.19,736.81,278.47,204568.3,734.62,1160
6/17/16 11:00,736.81,739.89,731.02,739.33,255.69,188043.27,735.44,1161
6/17/16 12:00,739.33,751.65,736.44,748.63,943.49,702099.91,744.15,1162
6/17/16 13:00,748.03,754.21,746.52,750.5,646.39,484857.48,750.1,1163
6/17/16 14:00,750.5,751.41,740.38,744.94,336.3,251001.39,746.37,1164
6/17/16 15:00,741.69,747.81,741.69,744.13,130.77,97428.37,745.01,1165
6/17/16 16:00,744,747.99,740,744.66,515.45,382372.76,741.82,1166
6/17/16 17:00,744.8,752,744,751.74,454.99,341195.68,749.9,1167
6/17/16 18:00,749.09,754.68,746.51,752.82,424.41,319205.87,752.11,1168
6/17/16 19:00,752.31,756.9,744.03,756,296.65,223406.12,753.09,1169
6/17/16 20:00,755.95,757.29,748.3,750.99,142.93,107605.9,752.85,1170
6/17/16 21:00,751.95,757.96,735,741.89,1030.51,767842.09,745.11,1171
6/17/16 22:00,741.02,745.39,735.15,744,532.53,393622.56,739.16,1172
6/17/16 23:00,744,747.99,742.91,745.22,121.87,90929.91,746.13,1173
6/18/16 0:00,745,747.3,735,741.57,183.41,135328.85,737.85,1174
6/18/16 1:00,742.01,742.6,723.02,733.41,332.1,242724.97,730.88,1175
6/18/16 2:00,735.12,736.93,730.29,736.35,69.15,50707.7,733.31,1176
6/18/16 3:00,736.8,737.34,733.92,736.23,17.3,12735.16,736.33,1177
6/18/16 4:00,735.06,741.57,730,741.57,70.17,51652,736.09,1178
6/18/16 5:00,741.4,744.6,738.74,744.45,67.25,49883.5,741.81,1179
6/18/16 6:00,743.25,745.57,740.63,745.27,31.92,23759.36,744.36,1180
6/18/16 7:00,742.38,746.37,742.38,744.65,130.09,96878.69,744.71,1181
6/18/16 8:00,744.65,753.97,744.57,752.04,156.83,117601.04,749.84,1182
6/18/16 9:00,752.16,753.91,747.12,751.08,141.94,106596.29,751.01,1183
6/18/16 10:00,751.07,752.9,746.04,752,68.37,51358.06,751.14,1184
6/18/16 11:00,752.01,752.02,746.29,750.01,79.19,59356.83,749.56,1185
6/18/16 12:00,750.76,755.63,748.73,750,146.15,109974.1,752.46,1186
6/18/16 13:00,750,752,747.95,750.72,75,56298,750.6,1187
6/18/16 14:00,748.34,750,743.47,749.55,104.28,77828.68,746.34,1188
6/18/16 15:00,749,753.77,746.53,753.18,171.74,128894.86,750.51,1189
6/18/16 16:00,753.53,771.58,752.55,766.97,1360.96,1038233.06,762.87,1190
6/18/16 17:00,765.68,773.3,765.19,771,293.9,225527.8,767.37,1191
6/18/16 18:00,770.64,773.11,767,768.37,228.94,176328.82,770.2,1192
6/18/16 19:00,767.35,771.85,761.85,769.07,185.53,142206.82,766.47,1193
6/18/16 20:00,769.2,778.85,736.03,749.88,1470.86,1109607.08,754.39,1194
6/18/16 21:00,748.98,751.96,739.8,751.39,337.85,251811.7,745.34,1195
6/18/16 22:00,749.1,754.87,746.77,754.35,89.75,67413.11,751.16,1196
6/18/16 23:00,752.72,756.83,749.35,754.83,90.8,68274.37,751.95,1197
6/19/16 0:00,753.47,755,749.36,754.01,55.76,41901.98,751.47,1198
6/19/16 1:00,754.01,754.88,751,751.02,27.58,20730.75,751.76,1199
6/19/16 2:00,751.02,754.05,749.19,750,27.77,20855.92,751.1,1200
6/19/16 3:00,751.26,751.26,745,748.61,184.95,138245.63,747.46,1201
6/19/16 4:00,747.87,749.54,740.11,747.13,200.57,149395.85,744.87,1202
6/19/16 5:00,747.13,749.83,742.23,748.95,36.76,27433.78,746.22,1203
6/19/16 6:00,748.96,751,746.59,749.9,33.85,25326.58,748.27,1204
6/19/16 7:00,749.9,751.78,746.95,749.18,82.94,62219.69,750.18,1205
6/19/16 8:00,749.13,753.04,745.37,747.99,97.61,73124.96,749.18,1206
6/19/16 9:00,748.31,751.24,747.01,750.83,70.18,52524.33,748.41,1207
6/19/16 10:00,750.13,751.04,746.11,751.04,43.81,32752.44,747.65,1208
6/19/16 11:00,751.08,764.93,746,752.17,434.74,328156.65,754.83,1209
6/19/16 12:00,752.32,754.18,748.01,753.23,115.91,86912.65,749.86,1210
6/19/16 13:00,753.42,757.81,752.64,754.29,89.85,67844.96,755.11,1211
6/19/16 14:00,755.09,763.5,750.77,762.72,211.57,160715.56,759.64,1212
6/19/16 15:00,762.71,763.5,758.01,761.56,132.42,100701.82,760.47,1213
6/19/16 16:00,762.82,764,755,760.87,93.94,71426.23,760.37,1214
6/19/16 17:00,761.27,762,753.56,759.88,233.49,177590.12,760.59,1215
6/19/16 18:00,761.99,762.5,756,759.55,67.84,51550.85,759.85,1216
6/19/16 19:00,759.16,761.98,757.99,760,71.58,54411.04,760.19,1217
6/19/16 20:00,758.02,762.1,757.9,759.48,59.03,44911.71,760.84,1218
6/19/16 21:00,761.43,762.44,756.36,761.78,120.62,91704.64,760.27,1219
6/19/16 22:00,761.49,764,757.01,761.46,113.77,86694.64,762.01,1220
6/19/16 23:00,761.46,762.5,758.08,761.44,10.76,8189.43,761.01,1221
6/20/16 0:00,759.12,762.91,755.13,760.22,62.52,47547.66,760.53,1222
6/20/16 1:00,760.11,763.44,746,752,191.25,143529.19,750.48,1223
6/20/16 2:00,752,757.45,750.4,757.45,22.93,17301.81,754.59,1224
6/20/16 3:00,756.9,757.45,752,756.22,26.8,20202.54,753.69,1225
6/20/16 4:00,756.7,763.99,753.33,763.99,78.78,59776.13,758.78,1226
6/20/16 5:00,759.59,761.9,735,758,558.67,416220.8,745.02,1227
6/20/16 6:00,758,759,754,758.81,146.37,110591.68,755.58,1228
6/20/16 7:00,756.73,759,754.2,757.77,161.16,121873.29,756.23,1229
6/20/16 8:00,755.96,760,754,759.48,130.48,98847.17,757.57,1230
6/20/16 9:00,759.48,760.86,756.3,758.67,105.85,80302.01,758.61,1231
6/20/16 10:00,758.67,759.38,735,754,1102.45,820188.92,743.97,1232
6/20/16 11:00,753.5,754.49,740.75,746.03,731.34,548006.96,749.32,1233
6/20/16 12:00,746.03,750.78,741.06,750.1,476.58,355779.01,746.52,1234
6/20/16 13:00,750.02,750.98,746.63,749.1,443.16,332253.54,749.74,1235
6/20/16 14:00,749.09,749.62,735,735,726.53,537449.98,739.75,1236
6/20/16 15:00,735,743,725,736.92,868.53,635992.38,732.26,1237
6/20/16 16:00,738.86,742,735.73,739.25,167.99,124285.87,739.85,1238
6/20/16 17:00,739.25,739.99,735,738.92,320.49,236354.65,737.48,1239
6/20/16 18:00,738.88,741.32,737.7,739.3,139.4,103037.83,739.13,1240
6/20/16 19:00,737.72,738.5,727.55,732.73,376.73,276129.28,732.97,1241
6/20/16 20:00,731.04,738.49,729.93,738,259.44,190234.29,733.26,1242
6/20/16 21:00,738.9,739.98,730.01,734.98,184.48,135739.25,735.81,1243
6/20/16 22:00,734.98,736.84,725,732.01,493.82,359664.31,728.33,1244
6/20/16 23:00,732.01,736.15,723.4,730.85,200.22,146030.88,729.36,1245
6/21/16 0:00,725,728.18,684.71,699.66,2459.02,1735356.11,705.71,1246
6/21/16 1:00,699,710,693,699.25,783.33,549482.02,701.47,1247
6/21/16 2:00,699.25,701.19,678.91,683.76,1261.91,868419.57,688.18,1248
6/21/16 3:00,680.79,702.13,678.91,694.92,609.37,420093.27,689.38,1249
6/21/16 4:00,695,709.89,686.54,706.9,611.04,429456.21,702.83,1250
6/21/16 5:00,706.4,709.03,700,707.58,329.97,232868.11,705.73,1251
6/21/16 6:00,707.24,714.26,705.1,712.8,521.63,369091.08,707.58,1252
6/21/16 7:00,711.77,712.69,706,706.5,248.37,176022.35,708.7,1253
6/21/16 8:00,706.5,714,705.98,708.32,750.02,532360.29,709.8,1254
6/21/16 9:00,710.58,711.99,707.4,707.4,339.85,241017.78,709.19,1255
6/21/16 10:00,707.09,708.1,694.14,697.9,1756.03,1230809.56,700.9,1256
6/21/16 11:00,696,697.41,661,661,3091.56,2100423.51,679.41,1257
6/21/16 12:00,661,690,656,672,2802.96,1882452.31,671.59,1258
6/21/16 13:00,672,673,641.25,651,3159.4,2068456.58,654.7,1259
6/21/16 14:00,650.66,674,648.6,669.33,2961.23,1956793.23,660.8,1260
6/21/16 15:00,669.02,672.66,662.79,667.51,485.42,324772.13,669.06,1261
6/21/16 16:00,664.52,679.7,663.07,679.7,630.08,424932.58,674.41,1262
6/21/16 17:00,679.7,684.23,657.77,663.03,1640.8,1107545.48,675,1263
6/21/16 18:00,663.01,666.03,632,653.36,2828.16,1837892.67,649.85,1264
6/21/16 19:00,653.36,660.7,625,649.98,2736.2,1759998.24,643.23,1265
6/21/16 20:00,649.46,664,643.9,650.68,888.97,580585.45,653.1,1266
6/21/16 21:00,646.98,665.2,646.47,648.16,1347.27,889604.03,660.3,1267
6/21/16 22:00,655.99,659.78,645.92,654.64,259.68,169572.69,653,1268
6/21/16 23:00,654,673.81,654,667.54,554.01,369639.07,667.2,1269
6/22/16 0:00,665.36,677.32,664.89,675.63,406.68,273041.14,671.39,1270
6/22/16 1:00,676.01,677.14,668.36,668.36,240.64,162169.73,673.9,1271
6/22/16 2:00,668.32,669.85,665.17,667.88,111.59,74493.29,667.58,1272
6/22/16 3:00,667.5,669.11,655.98,656.98,279.85,185617.66,663.28,1273
6/22/16 4:00,656.92,662.31,653.8,656,118.86,78021.68,656.44,1274
6/22/16 5:00,656,667.34,650,665.98,196.5,129539.4,659.23,1275
6/22/16 6:00,665.12,665.94,661.32,661.33,170.58,113255.49,663.93,1276
6/22/16 7:00,661.32,675,660.94,669.98,752.65,503692.51,669.23,1277
6/22/16 8:00,669.09,677.63,667.94,676.99,705.86,473506,670.82,1278
6/22/16 9:00,676.99,676.99,665.01,669,675.24,453111.52,671.04,1279
6/22/16 10:00,669,673.05,665.02,667.38,319.22,213620.46,669.19,1280
6/22/16 11:00,667.38,670.54,659,661,487.14,324054.79,665.21,1281
6/22/16 12:00,660.59,666.59,658.29,663.53,218.05,144432.02,662.37,1282
6/22/16 13:00,663.6,667,660.76,664.39,323.98,215216.21,664.29,1283
6/22/16 14:00,664.39,668.35,659.95,666.19,292.81,194366.61,663.79,1284
6/22/16 15:00,664.06,667.75,648.12,650.52,862.08,565286.34,655.72,1285
6/22/16 16:00,650.5,651,618.01,630.02,2992.09,1893489.03,632.83,1286
6/22/16 17:00,630.88,637.21,621,621.1,906.52,571767.03,630.73,1287
6/22/16 18:00,621,630,608.03,625,1575.77,974205.98,618.24,1288
6/22/16 19:00,623.92,626.32,617.58,622.4,307.45,191203.33,621.9,1289
6/22/16 20:00,620.22,623.79,610.26,610.26,673.76,414556.63,615.29,1290
6/22/16 21:00,610.88,621.29,610,616,760.05,468298,616.14,1291
6/22/16 22:00,616,617,595,599.71,1941.74,1170070.31,602.59,1292
6/22/16 23:00,601,605.97,588.03,601.3,1137.29,675951.91,594.35,1293
6/23/16 0:00,600.51,601.84,588.29,590.88,600.49,357526.56,595.4,1294
6/23/16 1:00,589.8,590.99,540.17,552,3740.46,2108340.27,563.66,1295
6/23/16 2:00,552.48,594.46,550.13,582.5,1534.56,867614.32,565.38,1296
6/23/16 3:00,582.75,587.92,575,577.03,1096.47,638532.47,582.35,1297
6/23/16 4:00,577.03,578.18,570,570.36,468.93,269185.23,574.04,1298
6/23/16 5:00,572.34,573.81,559.98,567,1016.89,574158.22,564.62,1299
6/23/16 6:00,567,587.37,564.41,584.98,937.17,540817.1,577.07,1300
6/23/16 7:00,584.33,599.98,580.77,590.01,1170.79,693407.21,592.26,1301
6/23/16 8:00,590.01,594,586.8,590.98,255.84,151079.9,590.54,1302
6/23/16 9:00,590.03,590.97,574.67,586.76,646.78,376121.81,581.53,1303
6/23/16 10:00,586.76,594,585.54,589.94,478.18,281852.34,589.43,1304
6/23/16 11:00,590,595.49,588.23,592.63,448.69,265980.45,592.79,1305
6/23/16 12:00,592.63,592.63,1.5,581.13,527.82,304978.49,577.81,1306
6/23/16 13:00,580.66,586.33,578.58,580.96,728.42,423009.23,580.72,1307
6/23/16 14:00,579.24,585.2,566.51,573,912.68,525877.62,576.19,1308
6/23/16 15:00,571.35,573.1,558.08,559.51,1059.16,600606.83,567.06,1309
6/23/16 16:00,559.5,595.71,558.11,595.71,1143.21,660650.42,577.89,1310
6/23/16 17:00,595.61,619.33,595.02,609.81,2441.37,1490703.78,610.6,1311
6/23/16 18:00,609.81,632.67,607.32,621.15,1476.47,916683.43,620.86,1312
6/23/16 19:00,619.61,627,601,605.74,1482.91,911516.22,614.68,1313
6/23/16 20:00,605.62,618.86,605,613.81,615.5,375539.8,610.14,1314
6/23/16 21:00,610.78,620.59,610.14,619.85,623.74,384472.01,616.4,1315
6/23/16 22:00,619.23,625,617,625,323.51,200879.17,620.94,1316
6/23/16 23:00,625,631,621.6,624.91,604.05,377532.16,625,1317
6/24/16 0:00,622.59,629.89,620.82,625.64,408.36,255107.56,624.72,1318
6/24/16 1:00,623.73,642.96,623.73,634.84,1474.51,937907.32,636.08,1319
6/24/16 2:00,634.91,654.01,632.05,646,1035.72,667528.16,644.51,1320
6/24/16 3:00,646.96,655,640,654.97,934.21,607520.83,650.3,1321
6/24/16 4:00,654.97,675,650.98,674.99,1165.24,771182.16,661.82,1322
6/24/16 5:00,675,683.88,657.01,675.99,1806.31,1215705.1,673.03,1323
6/24/16 6:00,675.99,676,645.99,651.09,1363.28,894544.64,656.17,1324
6/24/16 7:00,650.03,667,650.03,664.26,607.3,401863.16,661.73,1325
6/24/16 8:00,664.17,665.42,640,650.5,961.52,625511.87,650.54,1326
6/24/16 9:00,650.55,658.02,645.03,656.15,644.82,420051.85,651.42,1327
6/24/16 10:00,657.06,664,653.72,662.87,455.92,301128.28,660.48,1328
6/24/16 11:00,662.1,662.87,651.02,652.04,263.78,172987.63,655.79,1329
6/24/16 12:00,653.98,660.9,650.23,656.72,250.8,164591.44,656.26,1330
6/24/16 13:00,656.72,660.11,652.1,656,253.77,166443.88,655.89,1331
6/24/16 14:00,655.89,670,652.02,654.25,1051.18,696135.45,662.24,1332
6/24/16 15:00,654.25,655,635.12,637,1197.59,771924.04,644.57,1333
6/24/16 16:00,637.02,653.99,636.1,649.98,529.4,341844.21,645.72,1334
6/24/16 17:00,649.98,649.99,642.65,645.96,182.46,117863.2,645.96,1335
6/24/16 18:00,645.96,657.02,642.46,655.58,442.14,287596.31,650.46,1336
6/24/16 19:00,656,661.93,653.71,658.44,261.08,171833.43,658.17,1337
6/24/16 20:00,658.43,658.43,649.01,652.13,128.25,83519.28,651.23,1338
6/24/16 21:00,650,656.53,645,655.62,187.54,121821.02,649.58,1339
6/24/16 22:00,655.58,662.31,653.08,658.57,430.16,283377.9,658.77,1340
6/24/16 23:00,659.69,665,655.57,661.71,128.46,85030.07,661.93,1341
6/25/16 0:00,660.76,668.46,658.26,660.73,207.58,137663.24,663.18,1342
6/25/16 1:00,663.07,684.45,661.09,683.86,1186.27,801375.52,675.54,1343
6/25/16 2:00,683.4,684.44,673.29,678.33,218.99,148893.03,679.91,1344
6/25/16 3:00,681.29,684.45,679.3,682,122.39,83583.72,682.9,1345
6/25/16 4:00,682.45,684.45,678.87,680.21,208.66,142295.63,681.96,1346
6/25/16 5:00,679.85,680.94,655,661.49,413.44,274938.39,665.01,1347
6/25/16 6:00,661.63,673.62,661.63,669.65,67.7,45155.56,666.95,1348
6/25/16 7:00,667.85,674,667.83,674,205.06,137444.9,670.27,1349
6/25/16 8:00,674.27,678.63,672.41,672.41,179.13,120870.89,674.77,1350
6/25/16 9:00,672.41,678.76,672.41,674.36,209.43,141273.48,674.55,1351
6/25/16 10:00,675,677.96,673.15,674.92,109.02,73628.2,675.37,1352
6/25/16 11:00,674.92,678.22,672.78,675.47,49.77,33614.35,675.43,1353
6/25/16 12:00,675.47,678.5,674.11,676.1,21.47,14530.29,676.83,1354
6/25/16 13:00,676.1,680.16,672.41,677.86,230.29,155975.91,677.29,1355
6/25/16 14:00,677.85,679.93,672.72,675.49,76.81,51837.7,674.85,1356
6/25/16 15:00,677.49,678.66,672.41,672.79,41.58,28118.94,676.23,1357
6/25/16 16:00,673.98,679.45,649,654.03,703.34,464142.02,659.91,1358
6/25/16 17:00,654.02,665,639.4,658.36,1075.26,697636.22,648.81,1359
6/25/16 18:00,657.69,657.69,649,651.76,363.05,236454.24,651.31,1360
6/25/16 19:00,651.75,657.92,649.87,652.74,111.48,72806.12,653.08,1361
6/25/16 20:00,651.58,656.15,650.11,653.02,37,24193.01,653.9,1362
6/25/16 21:00,653.01,665,653.01,657.71,440.51,291192.7,661.04,1363
6/25/16 22:00,658.23,667.49,658.23,667.48,200.45,132992.7,663.46,1364
6/25/16 23:00,666.02,666.02,657.28,659.86,97.98,64937.89,662.74,1365
6/26/16 0:00,658.8,662.9,656.15,657.79,84.27,55459.34,658.11,1366
6/26/16 1:00,657.79,660.18,655.97,659.45,85.07,56020.58,658.53,1367
6/26/16 2:00,658.99,658.99,652.17,654.76,65.07,42606.21,654.75,1368
6/26/16 3:00,656,656,650.08,654.18,62.59,40738.8,650.84,1369
6/26/16 4:00,655.93,655.93,640,641.32,301.78,194555.48,644.69,
6/26/16 5:00,642.36,649.67,640.79,641.27,81.37,52417.09,644.2,
6/26/16 6:00,641.78,652.21,641.78,651.19,106.57,69195,649.3,
6/26/16 7:00,650.99,651.11,643.99,651,116.87,75668.09,647.47,
6/26/16 8:00,651,653.55,647.11,649.23,57.52,37362.17,649.5,
6/26/16 9:00,650.57,653.67,646.98,649.59,88.89,57784.86,650.06,
6/26/16 10:00,647,650.32,645,647.81,63.3,41014.2,647.98,
6/26/16 11:00,646.5,647,643.01,645.02,161.79,104341.85,644.92,
6/26/16 12:00,646.51,647,619,624.26,745.99,468820.84,628.45,
6/26/16 13:00,624.22,625.6,614,621.38,644.73,398706.61,618.41,
6/26/16 14:00,622.29,628.99,620,626.72,212.08,132293.73,623.79,
6/26/16 15:00,625.98,626.16,616.5,618.8,387.16,240277.14,620.62,
6/26/16 16:00,616.7,628.48,608.64,622.89,912.12,563448.75,617.74,
6/26/16 17:00,622.52,632.97,620.5,628.52,222.01,139483.23,628.26,
6/26/16 18:00,629.5,631.95,623.18,626.5,109.56,68878.77,628.71,
6/26/16 19:00,627,627.97,618.5,624.95,140.94,87754.12,622.62,
6/26/16 20:00,624.96,629.97,621.69,629.97,83.58,52401.46,626.93,
6/26/16 21:00,629.99,630.01,621.99,625.98,80.05,50017.96,624.8,
6/26/16 22:00,624.98,628.63,624.5,625.87,96.04,60071.67,625.49,
6/26/16 23:00,625.02,631.96,621.49,630.16,928.8,583599.81,628.34,
6/27/16 0:00,630.16,630.37,618.03,622.55,1196.76,751475.42,627.92,
6/27/16 1:00,622.58,644.99,620.06,644.99,436.89,276801.94,633.57,
6/27/16 2:00,644.99,649,641.82,642.55,259.07,167329.39,645.88,
6/27/16 3:00,642.85,643.94,635.45,642.83,148.92,95372.4,640.42,
6/27/16 4:00,642.82,642.82,636.74,637.93,104.73,66937.49,639.12,
6/27/16 5:00,640.43,643,639.11,642.44,82.96,53138.02,640.56,
6/27/16 6:00,643,648.86,643,645.7,242.13,156469.77,646.23,
6/27/16 7:00,645.72,649.98,641.45,645,422.9,273157.12,645.91,
6/27/16 8:00,645.15,647.44,640.37,644.42,376.74,242397.91,643.4,
6/27/16 9:00,644.39,648.79,641.11,644.86,469.6,302831.99,644.87,
6/27/16 10:00,644.86,647,632.85,639.08,442.6,282932.53,639.26,
6/27/16 11:00,639.11,639.11,630.67,637,299.15,189521.7,633.54,
6/27/16 12:00,637.62,637.62,631.33,636.8,215.85,136978.77,634.61,
6/27/16 13:00,637.58,638.96,631.34,631.34,183.85,116801.11,635.31,
6/27/16 14:00,633.24,633.24,622,630.8,444.97,278838.01,626.65,
6/27/16 15:00,630.8,634.39,627.51,634.15,313.34,197676.79,630.86,
6/27/16 16:00,634.12,638.49,630.89,638.48,448.75,284200.56,633.31,
6/27/16 17:00,638.49,640.43,635.44,636.32,333.62,213251.38,639.21,
6/27/16 18:00,637.54,639.97,635.78,636.5,157.34,100362.65,637.86,
6/27/16 19:00,635.69,645.07,635.69,643.54,339.4,217736.34,641.53,
6/27/16 20:00,642.41,648.69,641.05,642.19,795.68,514247.47,646.3,
6/27/16 21:00,642.19,648.69,642.02,646.64,429.66,277795.15,646.55,
6/27/16 22:00,646.99,653.46,645.01,647.28,317.55,206128.72,649.13,
6/27/16 23:00,647.76,658,645.01,657.5,206.14,134719.03,653.54,
6/28/16 0:00,657.49,665.51,654.36,658.08,442.5,292194.17,660.32,
6/28/16 1:00,657.98,659.7,653.55,653.55,59.97,39353.26,656.17,
6/28/16 2:00,654.55,660.05,653.59,656.01,74.46,48797.35,655.37,
6/28/16 3:00,656.63,656.65,654.64,655.65,53.74,35223.14,655.39,
6/28/16 4:00,656.05,656.05,647.33,652.27,100.9,65971.36,653.82,
6/28/16 5:00,650.21,651.7,642.96,649.2,148.89,96232.79,646.34,
6/28/16 6:00,649.2,650.93,646.63,648.27,66.48,43101.94,648.39,
6/28/16 7:00,646.64,647.07,643,645,164.08,105659.5,643.94,
6/28/16 8:00,644.99,650.49,644.16,648.61,75.94,49166,647.42,
6/28/16 9:00,648.61,649.86,645.24,646.54,57.59,37329.45,648.23,
6/28/16 10:00,647.32,650.91,646.56,649.99,126.12,81920.39,649.55,
6/28/16 11:00,649.99,654.99,648.7,649,293.37,191262.45,651.95,
6/28/16 12:00,648.7,651.3,645.43,645.43,223.48,144738.69,647.65,
6/28/16 13:00,646,649.31,644,644.93,225.09,145276.31,645.4,
6/28/16 14:00,645.6,647.9,635.5,641.53,547.31,350661.62,640.71,
6/28/16 15:00,639.01,643.92,638.7,642.4,272.42,174591.3,640.9,
6/28/16 16:00,642.4,650,642,647.59,344.33,222697.91,646.77,
6/28/16 17:00,648.5,648.5,638.7,647.29,774.3,498181.1,643.4,
6/28/16 18:00,647.29,648.23,643.97,647,110.96,71788.55,646.99,
6/28/16 19:00,647.13,647.91,640.61,646.17,144.98,93423.39,644.37,
6/28/16 20:00,646.18,647.77,640.88,647,122.44,78990.36,645.15,
6/28/16 21:00,647.77,647.94,643.1,647.5,105.06,67759.13,644.93,
6/28/16 22:00,647.5,649.14,642.15,646.68,887.15,573724.75,646.7,
6/28/16 23:00,646.55,646.69,644.14,646.08,56.8,36698.36,646.11,
6/29/16 0:00,644.33,645,636.15,637.41,356.68,228413.78,640.38,
6/29/16 1:00,639.98,640,629.01,633.79,516.9,327124.46,632.86,
6/29/16 2:00,630.67,633.74,621.09,630.99,697.03,435921.02,625.4,
6/29/16 3:00,631.42,632.72,627.89,630.35,162.48,102250.4,629.33,
6/29/16 4:00,631.92,634.35,625.97,626.99,188.13,118266.6,628.65,
6/29/16 5:00,626.3,632.43,625.37,632.39,229.41,144012.59,627.76,
6/29/16 6:00,632.36,634.77,630,630,180.27,113820.25,631.39,
6/29/16 7:00,630,633.66,627,632.95,324.91,204452.62,629.26,
6/29/16 8:00,632.93,636.79,630.86,632.69,324.69,205360.22,632.48,
6/29/16 9:00,634.93,634.96,630.33,630.78,72.05,45596.04,632.84,
6/29/16 10:00,632.07,633,627,630.8,259.42,163411.42,629.91,
6/29/16 11:00,630.59,634.49,626.71,633.95,154.14,97481.27,632.43,
